isin,wkn,name,fundProvider,quote,quote52Low,quote52High,ytdReturnCUR,fees,yearVolatilityCUR,fundCurrency,threeMonthReturnCUR,monthReturnCUR,sixMonthReturnCUR,inceptionDate,ticker,yearReturnCUR,domicileCountry,weekReturnCUR,yearReturn1CUR,quoteDate,currencyRisk,UCITSCompliance,securitiesLending
JE00B1VS3770,A0N6XK,WisdomTree Physical Gold,WisdomTree,171.17,155.18,174.27,0.0861,0.0039,0.1477,USD,0.0823,0.0721,0.1099,4/24/2007,VZLD,0.0532,Jersey,0.0407,0.0578,3/21/2023,Currency unhedged,No,No
JE00B588CD74,A1DCTK,WisdomTree Physical Swiss Gold,WisdomTree,174.96,158.47,178.2,0.0871,0.0015,0.1467,USD,0.0834,0.0727,0.1122,12/16/2009,GZUR,0.0561,Jersey,0.0412,0.0603,3/21/2023,Currency unhedged,No,No
DE000A0S9GB0,A0S9GB,Xetra-Gold,Deutsche Boerse,58.26,53.01,59.35,0.0832,0,0.1168,EUR,0.0809,0.0699,0.1077,11/27/2007,4GLD,0.0577,Germany,0.0401,0.0705,3/21/2023,Currency unhedged,No,No
DE000A2T0VU5,A2T0VU,Xtrackers IE Physical Gold ETC Securities,Xtrackers,27.97,25.46,28.5,0.0832,0.0012,0.1176,USD,0.0808,0.0678,0.1068,4/22/2020,XGDU,0.0563,Ireland,0.0405,0.0699,3/21/2023,Currency unhedged,No,No
DE000A1E0HR8,A1E0HR,Xtrackers Physical Gold ETC (EUR),Xtrackers,175.08,159.45,178.39,0.0828,0.0025,0.1171,USD,0.0804,0.0701,0.1062,8/27/2010,XAD5,0.0549,Jersey,0.0407,0.0683,3/21/2023,Currency unhedged,No,No
XS2183935274,A28QBG,Invesco Physical Gold EUR Hedged ETC,Invesco,48.24,40.78,50.57,0.0786,0.0034,0.1411,EUR Hedged,0.0807,0.0689,0.1644,7/9/2020,8PSE,-0.0119,Ireland,0.0378,-0.0218,3/21/2023,Currency hedged,No,No
IE0009JOT9U1,A3GX4G,iShares Physical Gold EUR Hedged ETC,iShares,36.94,31.19,37.43,0.0796,0.0025,,EUR Hedged,0.0818,0.0691,0.1657,7/5/2022,IGLD,,Ireland,0.0377,,3/21/2023,Currency hedged,No,No
JE00B8DFY052,A1RX98,WisdomTree Physical Gold - EUR Daily Hedged,WisdomTree,11.2,9.47,11.73,0.0789,0.0025,0.14,EUR Hedged,0.081,0.0708,0.1641,3/21/2013,GBSE,-0.013,Jersey,0.0375,-0.0214,3/21/2023,Currency hedged,No,No
DE000A2T5DZ1,A2T5DZ,Xtrackers IE Physical Gold EUR Hedged ETC Securities,Xtrackers,25.96,21.93,27.19,0.0783,0.0028,0.1415,EUR Hedged,0.0801,0.0687,0.1648,5/20/2020,XGDE,-0.0113,Ireland,0.0379,-0.0205,3/21/2023,Currency hedged,No,No
DE000A1EK0G3,A1EK0G,Xtrackers Physical Gold EUR Hedged ETC,Xtrackers,121.1,102.31,126.71,0.0792,0.0059,0.1405,EUR Hedged,0.0811,0.0708,0.1662,6/15/2010,XAD1,-0.0095,Jersey,0.038,-0.0197,3/21/2023,Currency hedged,No,No
IE00BJ5CMD00,A2PPCE,Goldman Sachs ActiveBeta Emerging Markets Equity UCITS ETF CLASS USD (Acc.),Goldman Sachs,22.16,21.19,25.62,-0.0027,0.0049,0.1398,USD,0,-0.0514,-0.0415,11/4/2019,GACB,-0.1097,Ireland,-0.016,-0.1548,3/21/2023,Currency unhedged,Yes,No
IE00BJ5CNR11,A2PPCD,Goldman Sachs ActiveBeta US Large Cap Equity UCITS ETF CLASS USD (Acc.),Goldman Sachs,50.64,47.39,57.71,0.0209,0.0014,0.2356,USD,0.019,-0.0398,-0.0382,9/23/2019,GACA,-0.079,Ireland,0.0178,-0.1386,3/21/2023,Currency unhedged,Yes,No
IE00BD5KGK77,A2JQDG,Invesco Goldman Sachs Equity Factor Index Emerging Markets UCITS ETF,Invesco,35.91,34.81,40.74,-0.0006,0.0065,0.1237,USD,-0.0025,-0.0361,-0.0433,9/7/2018,FEEM,-0.0948,Ireland,-0.0086,-0.1203,3/21/2023,Currency unhedged,Yes,No
IE00BMW3NY56,A11562,Invesco Goldman Sachs Equity Factor Index Europe UCITS ETF,Invesco,169.77,145.36,176.14,0.0331,0.0045,0.1501,EUR,0.0367,-0.0484,0.0748,1/6/2015,SMLU,-0.0385,Ireland,-0.0074,-0.1425,3/21/2023,Currency unhedged,Yes,No
IE00BFG1RG61,A1W6MU,Invesco Goldman Sachs Equity Factor Index World UCITS ETF,Invesco,163.61,154.32,179.7,0.0053,0.0055,0.1811,USD,0.0052,-0.0543,-0.0205,1/8/2014,SMLW,-0.0781,Ireland,0.009,-0.1207,3/21/2023,Currency unhedged,Yes,No
NL0009690239,A1T6SY,VanEck Global Real Estate UCITS ETF,VanEck,34.06,34.06,47.29,-0.0198,0.0025,0.186,EUR,-0.0085,-0.0841,-0.0946,4/14/2011,TRET,-0.209,Netherlands,-0.0141,-0.2114,3/21/2023,Currency unhedged,Yes,No
LU1900067940,LYX013,Lyxor Hong Kong (HSI) UCITS ETF - Dist,Lyxor ETF,20.68,17.47,25.82,-0.0515,0.0065,0.2942,EUR,-0.0223,-0.0917,-0.0585,9/26/2006,LHKG,-0.0761,Luxembourg,-0.0283,-0.0838,3/21/2023,Currency unhedged,Yes,No
IE00BMWXKN31,A2QHV0,HSBC Hang Seng TECH UCITS ETF HKD,HSBC ETF,5.11,3.89,6.62,-0.0637,0.005,0.4461,HKD,-0.0403,-0.0975,-0.0548,12/9/2020,H4ZX,-0.1039,Ireland,0.004,-0.225,3/21/2023,Currency unhedged,Yes,Yes
IE00BMXWRM76,A2QGBX,WisdomTree European Union Bond UCITS ETF EUR Acc,WisdomTree,71.41,68.5,88.09,0.0297,0.0016,0.1169,EUR,0.0057,0.0203,-0.0262,2/15/2021,W1TG,-0.1918,Ireland,0.0168,-0.2719,3/21/2023,Currency unhedged,Yes,No
LU1681041387,A2H59E,Amundi BBB Euro Corporate Investment Grade ESG UCITS ETF EUR (C),Amundi ETF,14.06,13.43,15.3,0.0152,0.002,0.058,EUR,0.0079,-0.005,0.0123,2/27/2018,CAB3,-0.0849,Luxembourg,-0.0028,-0.1444,3/21/2023,Currency unhedged,Yes,No
LU1681041114,A2H585,Amundi Floating Rate Euro Corporate ESG UCITS ETF EUR (C),Amundi ETF,100.63,99.39,100.69,0.0014,0.0018,0.007,EUR,0.0022,-0.0044,0.0051,4/5/2018,FRNE,0.0006,Luxembourg,-0.0045,-0.0047,3/21/2023,Currency unhedged,Yes,No
LU1681040496,A2H580,Amundi Euro High Yield Bond ESG UCITS ETF EUR (C),Amundi ETF,217.98,203.88,231.35,0.0036,0.004,0.05,EUR,0.0043,-0.0229,0.025,4/5/2018,AHYE,-0.0625,Luxembourg,-0.0123,-0.108,3/21/2023,Currency unhedged,Yes,No
IE000V6NHO66,A3DB9C,Tabula EUR HY Bond Paris-aligned Climate UCITS ETF Acc,Tabula,9.07,8.43,9.64,0.0158,0.005,0.0614,EUR,0.0158,-0.0153,0.0309,1/26/2022,THEP,-0.0615,Ireland,-0.0022,,3/21/2023,Currency unhedged,Yes,No
LU1681040900,A2H59C,Amundi Floating Rate USD Corporate ESG UCITS ETF USD (C),Amundi ETF,105.95,100.2,116.87,-0.0017,0.0018,0.1047,USD,-0.0059,-0.0145,-0.0555,4/5/2018,FRNU,0.0463,Luxembourg,-0.0151,0.0741,3/21/2023,Currency unhedged,Yes,No
LU1681041031,A2H59D,Amundi Floating Rate USD Corporate ESG UCITS ETF EUR Hedged (C),Amundi ETF,49.62,48.46,50.52,-0.0028,0.002,0.0894,EUR Hedged,-0.005,-0.0134,-0.0004,4/5/2018,FRNH,-0.0081,Luxembourg,-0.0172,-0.0116,3/21/2023,Currency hedged,Yes,No
IE00BZ0XVF52,A2JKH4,WisdomTree AT1 CoCo Bond UCITS ETF,WisdomTree,67.72,67.72,85.8,-0.0999,0.0039,0.1189,USD,-0.1048,-0.1358,-0.1103,5/14/2018,WTDI,-0.1428,Ireland,-0.089,-0.0858,3/21/2023,Currency unhedged,Yes,No
IE00BFNNN236,A2JQ0E,WisdomTree AT1 CoCo Bond UCITS ETF EUR Hedged,WisdomTree,72.85,72.85,96.37,-0.1171,0.0039,0.1408,EUR Hedged,-0.1201,-0.1512,-0.0964,8/21/2018,WTEB,-0.1863,Ireland,-0.106,-0.1327,3/21/2023,Currency hedged,Yes,No
LU1390062245,LYX0U6,Lyxor EUR 2-10Y Inflation Expectations UCITS ETF - Acc,Lyxor ETF,111.41,106.32,114.98,-0.0089,0.0025,0.0518,EUR,-0.0011,-0.0139,-0.0063,4/13/2016,EUIN,0.0435,Luxembourg,-0.0143,0.1069,3/21/2023,Currency unhedged,Yes,No
IE00BSKRK281,A12HSP,iShares Euro Corporate Bond BBB-BB UCITS ETF,iShares,4.54,4.35,4.93,0.02,0.0025,0.0561,EUR,0.0133,0,0.02,2/3/2015,IS06,-0.0671,Ireland,0,-0.136,3/21/2023,Currency unhedged,Yes,Yes
IE000UX5WPU4,DBX0SE,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1C,Xtrackers,8.48,8,8.86,0.0181,0.0025,,EUR,0.012,-0.0059,0.0144,6/15/2022,XYPL,,Ireland,-0.0012,,3/21/2023,Currency unhedged,Yes,Yes
IE00BYPHT736,A2ACJ8,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D,Xtrackers,13.89,13.18,15.59,0.0184,0.0025,0.0648,EUR,0.0117,-0.0065,0.0147,6/9/2016,XDEP,-0.0855,Ireland,-0.0022,-0.1577,3/21/2023,Currency unhedged,Yes,Yes
IE00B3B8Q275,A0Q41Y,iShares Euro Covered Bond UCITS ETF,iShares,135.97,133.05,149.45,0.0194,0.002,0.0573,EUR,0.0097,0.0128,-0.0013,8/1/2008,IUS6,-0.0849,Ireland,0.0086,-0.1351,3/21/2023,Currency unhedged,Yes,Yes
LU0290356871,DBX0AD,Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1C,Xtrackers,160.94,158.66,166.2,0.0127,0.0015,0.0244,EUR,0.0105,0.012,0.0045,5/25/2007,DBXP,-0.0296,Luxembourg,0.0068,-0.0469,3/21/2023,Currency unhedged,Yes,Yes
LU0614173549,DBX0JH,Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1D,Xtrackers,151.75,149.65,157.06,0.0126,0.0015,0.0244,EUR,0.0104,0.0118,0.0043,8/24/2011,X03B,-0.0297,Luxembourg,0.0067,-0.0469,3/21/2023,Currency unhedged,Yes,Yes
LU0290357507,DBX0AJ,Xtrackers Eurozone Government Bond 15-30 UCITS ETF 1C,Xtrackers,275.87,258.44,362.67,0.0706,0.0015,0.1972,EUR,0.0232,0.0369,-0.0125,6/1/2007,DBXF,-0.2385,Luxembourg,0.0218,-0.3447,3/21/2023,Currency unhedged,Yes,Yes
IE00BSKRJX20,A12HMZ,iShares Euro Government Bond 20yr Target Duration UCITS ETF,iShares,4.03,3.66,5.4,0.0747,0.0015,0.2241,EUR,-0.0171,0.0468,-0.0527,1/20/2015,IS05,-0.2558,Ireland,0.0522,-0.3698,3/17/2023,Currency unhedged,Yes,Yes
LU0290357846,DBX0AK,Xtrackers Eurozone Government Bond 25+ UCITS ETF 1C,Xtrackers,274.83,253.23,389.21,0.082,0.0015,0.2574,EUR,0.0121,0.044,-0.0223,6/5/2007,DBXG,-0.293,Luxembourg,0.0283,-0.4078,3/21/2023,Currency unhedged,Yes,Yes
LU0290356954,DBX0AE,Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1C,Xtrackers,190.01,185.24,203.47,0.025,0.0015,0.0565,EUR,0.0185,0.0194,0.0075,5/25/2007,DBXQ,-0.0628,Luxembourg,0.0112,-0.1021,3/21/2023,Currency unhedged,Yes,Yes
LU0614173895,DBX0JJ,Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1D,Xtrackers,177.58,173.15,191.42,0.025,0.0015,0.0565,EUR,0.0185,0.0193,0.0075,8/24/2011,X03C,-0.0628,Luxembourg,0.0112,-0.1021,3/21/2023,Currency unhedged,Yes,Yes
LU0290357176,DBX0AF,Xtrackers Eurozone Government Bond 5-7 UCITS ETF 1C,Xtrackers,215.7,208.93,238.04,0.0344,0.0015,0.0811,EUR,0.0231,0.0237,0.0053,5/30/2007,DBXR,-0.0899,Luxembourg,0.0128,-0.1481,3/21/2023,Currency unhedged,Yes,Yes
LU2504532487,DBX0SZ,Xtrackers II Eurozone Government Green Bond UCITS ETF 1D,Xtrackers,34.63,32.76,37.09,0.0596,0.0018,,EUR,0.0229,0.0339,,10/13/2022,XGEZ,,Luxembourg,0.0183,,3/21/2023,Currency unhedged,Yes,No
LU0643975161,DBX0KA,Xtrackers II Germany Government Bond UCITS ETF 1C,Xtrackers,172.3,166.05,195.81,0.0363,0.0015,0.0915,EUR,0.0167,0.028,-0.0065,8/24/2011,X03G,-0.1165,Luxembourg,0.0133,-0.1794,3/21/2023,Currency unhedged,Yes,Yes
LU0468896575,DBX0C7,Xtrackers II Germany Government Bond UCITS ETF 1D,Xtrackers,170.24,164.06,197.7,0.0363,0.0015,0.0914,EUR,0.0167,0.028,-0.0065,1/5/2010,D5BB,-0.1166,Luxembourg,0.0133,-0.1794,3/21/2023,Currency unhedged,Yes,Yes
LU0468897110,DBX0C9,Xtrackers II Germany Government Bond 1-3 UCITS ETF 1D,Xtrackers,133.58,131.65,140.61,0.0104,0.0015,0.0235,EUR,0.0077,0.0121,-0.0018,1/5/2010,D5BC,-0.0326,Luxembourg,0.0065,-0.0483,3/21/2023,Currency unhedged,Yes,Yes
LU0321463506,DBX0AX,Xtrackers iBoxx Germany Covered Swap UCITS ETF 1C,Xtrackers,175.2,171.35,191.2,0.0199,0.0015,0.0583,EUR,0.01,0.0128,0.0004,10/10/2007,DXSW,-0.0827,Luxembourg,0.009,-0.1342,3/21/2023,Currency unhedged,Yes,No
FR0010754127,A0RNWD,Amundi ETF Euro Inflation UCITS ETF EUR (C),Amundi ETF,230.71,220.25,253.85,0.0293,0.0016,0.097,EUR,0.0186,0.0091,-0.0018,6/29/2009,CI3G,-0.0806,France,-0.001,-0.0967,3/21/2023,Currency unhedged,Yes,No
DE000ETFL375,ETFL37,Deka iBoxx EUR Liquid Corporates Diversified UCITS ETF,Deka ETFs,96.98,94.7,106.92,0.0141,0.002,0.0602,EUR,0.0066,0.0028,0.0084,2/17/2010,EL49,-0.0793,Germany,0.0015,-0.1402,3/21/2023,Currency unhedged,Yes,Yes
IE0032523478,778928,iShares Euro Corporate Bond Large Cap UCITS ETF,iShares,119.14,115.21,131.26,0.0107,0.002,0.0653,EUR,0.0019,-0.0039,0.004,3/17/2003,IBCS,-0.0883,Ireland,-0.005,-0.1453,3/21/2023,Currency unhedged,Yes,Yes
LU1829218822,LYX0Z3,Lyxor Euro Corporate Bond Ex Financials UCITS ETF - Acc,Lyxor ETF,122.93,118.23,133.53,0.0233,0.0014,0.0714,EUR,0.0121,0.0095,0.0133,11/4/2009,LYBF,-0.0799,Luxembourg,0.0046,-0.1421,3/21/2023,Currency unhedged,Yes,No
LU0820950128,DBX0ND,Xtrackers iBoxx EUR Liquid Covered Swap UCITS ETF 1C,Xtrackers,135.14,132.19,152.83,0.0207,0.002,0.0761,EUR,0.0077,0.0115,-0.008,11/27/2012,XLIQ,-0.1146,Luxembourg,0.0073,-0.178,3/21/2023,Currency unhedged,Yes,No
DE000ETFL359,ETFL35,Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF,Deka ETFs,97.2,94.68,107.89,0.0258,0.0009,0.0682,EUR,0.014,0.0161,0.0018,12/16/2009,EL48,-0.0922,Germany,0.0123,-0.1503,3/21/2023,Currency unhedged,Yes,Yes
IE00BF3N7094,A2DUCZ,iShares EUR High Yield Corporate Bond UCITS ETF EUR (Acc),iShares,5.12,4.72,5.29,0.0201,0.005,0.0582,EUR,0.0201,-0.0136,0.0368,9/21/2017,SXRI,-0.0343,Ireland,-0.002,-0.1029,3/21/2023,Currency unhedged,Yes,Yes
IE00B66F4759,A1C3NE,iShares EUR High Yield Corporate Bond UCITS ETF EUR (Dist),iShares,89.02,84.25,96.27,-0.0056,0.005,0.0674,EUR,-0.0041,-0.0373,0.0123,9/3/2010,EUNW,-0.0572,Ireland,-0.0268,-0.0972,3/21/2023,Currency unhedged,Yes,Yes
LU1109943388,DBX0PS,Xtrackers EUR High Yield Corporate Bond UCITS ETF 1C,Xtrackers,19.79,18.16,20.34,0.023,0.002,0.0714,EUR,0.0246,-0.0101,0.042,3/15/2017,XHYA,-0.0288,Luxembourg,0.0005,-0.0963,3/21/2023,Currency unhedged,Yes,Yes
LU1109942653,DBX0PR,Xtrackers EUR High Yield Corporate Bond UCITS ETF 1D,Xtrackers,15.11,14.15,16.13,0.0221,0.002,0.0714,EUR,0.0242,-0.0106,0.0413,1/8/2015,XHYG,-0.0296,Luxembourg,0,-0.0961,3/21/2023,Currency unhedged,Yes,Yes
LU1109939865,DBX0PP,Xtrackers iBoxx EUR High Yield Bond 1-3 Swap UCITS ETF 1D,Xtrackers,8.61,8.34,9.26,0.0279,0.0025,0.056,EUR,0.0291,0.0035,0.0412,1/8/2015,XHY1,0.01,Luxembourg,0.0106,-0.0484,3/21/2023,Currency unhedged,Yes,No
LU1215415214,LYX0TM,Lyxor iBoxx EUR Liquid High Yield BB UCITS ETF - Acc,Lyxor ETF,110.37,103.19,115.23,0.0091,0.0035,0.0565,EUR,0.005,-0.0138,0.0337,4/14/2015,LGQJ,-0.0338,Luxembourg,-0.0084,-0.0921,3/17/2023,Currency unhedged,Yes,No
DE000ETFL383,ETFL38,Deka iBoxx EUR Liquid Non-Financials Diversified UCITS ETF,Deka ETFs,94.75,91.12,105.39,0.0281,0.002,0.0772,EUR,0.0177,0.0136,0.0187,3/3/2011,EFQ8,-0.0836,Germany,0.0063,-0.1602,3/21/2023,Currency unhedged,Yes,Yes
NL0010273801,A1T84N,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,VanEck,18.49,18.07,19.95,0.0192,0.0015,0.0498,EUR,0.0114,0.0175,-0.0038,11/26/2012,VIGB,-0.0627,Netherlands,0.0098,-0.0966,3/21/2023,Currency unhedged,Yes,No
DE000A0H0785,A0H078,iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF (DE),iShares,105.43,101.65,119.23,0.0427,0.0016,0.0942,EUR,0.0272,0.0273,0.0057,7/11/2006,EXHF,-0.1071,Germany,0.0152,-0.1804,3/21/2023,Currency unhedged,Yes,No
DE000ETFL110,ETFL11,Deka iBoxx EUR Liquid Sovereign Diversified 1-10 UCITS ETF,Deka ETFs,97.87,94.33,112.07,0.0419,0.0015,0.0978,EUR,0.0263,0.0269,0.0046,3/2/2009,EL4K,-0.1109,Germany,0.015,-0.1835,3/21/2023,Currency unhedged,Yes,Yes
NL0009690254,A1J7LH,VanEck iBoxx EUR Sovereign Diversified 1-10 UCITS ETF,VanEck,11.93,11.5,13.57,0.0406,0.0015,0.098,EUR,0.0256,0.0256,0.0033,4/14/2011,TGBT,-0.1123,Netherlands,0.0135,-0.1835,3/21/2023,Currency unhedged,Yes,No
DE000ETFL128,ETFL12,Deka iBoxx EUR Liquid Sovereign Diversified 1-3 UCITS ETF,Deka ETFs,89.8,88.2,94.17,0.0147,0.0015,0.0323,EUR,0.011,0.0139,0.0018,3/2/2009,EL4L,-0.0408,Germany,0.0082,-0.0642,3/21/2023,Currency unhedged,Yes,Yes
DE000ETFL169,ETFL16,Deka iBoxx EUR Liquid Sovereign Diversified 10+ UCITS ETF,Deka ETFs,100.55,93.2,137.85,0.0762,0.0015,0.2208,EUR,0.0206,0.0426,-0.0127,3/3/2009,EL4Q,-0.2545,Germany,0.0246,-0.3685,3/21/2023,Currency unhedged,Yes,Yes
DE000ETFL136,ETFL13,Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF,Deka ETFs,93.09,90.72,101.19,0.0242,0.0015,0.0602,EUR,0.0165,0.0193,0.0029,3/2/2009,EL4M,-0.0691,Germany,0.0114,-0.1119,3/21/2023,Currency unhedged,Yes,Yes
DE000ETFL144,ETFL14,Deka iBoxx EUR Liquid Sovereign Diversified 5-7 UCITS ETF,Deka ETFs,98.47,95.19,111.71,0.0374,0.0015,0.0868,EUR,0.0241,0.0251,0.0056,3/3/2009,EL4N,-0.0962,Germany,0.0142,-0.1601,3/21/2023,Currency unhedged,Yes,Yes
DE000ETFL151,ETFL15,Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF,Deka ETFs,107.42,103.03,124.4,0.0493,0.0015,0.1119,EUR,0.0301,0.0296,0.0058,3/3/2009,EL4P,-0.1222,Germany,0.0162,-0.2049,3/21/2023,Currency unhedged,Yes,Yes
LU2504537445,DBX0SX,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF 1D,Xtrackers,40.84,39.41,42.32,0.0373,0.0012,,EUR,0.0189,0.0244,,10/13/2022,XEZB,,Luxembourg,0.0135,,3/21/2023,Currency unhedged,Yes,No
LU0290355717,DBX0AC,Xtrackers Eurozone Government Bond UCITS ETF 1C,Xtrackers,208.65,201.38,237.13,0.0378,0.0015,0.0931,EUR,0.0201,0.024,0.0011,5/22/2007,DBXN,-0.1178,Luxembourg,0.0137,-0.1855,3/21/2023,Currency unhedged,Yes,Yes
LU0643975591,DBX0KC,Xtrackers Eurozone Government Bond UCITS ETF 1D,Xtrackers,169.95,164.05,200.24,0.0381,0.0009,0.0932,EUR,0.0204,0.0242,0.0016,8/24/2011,X03F,-0.1171,Luxembourg,0.0138,-0.185,3/21/2023,Currency unhedged,Yes,Yes
LU2009147591,DBX00R,Xtrackers II Eurozone Government Bond UCITS ETF 2C - USD Hedged,Xtrackers,58.37,56.54,65.94,0.0436,0.002,0.1423,USD Hedged,0.02,0.0269,-0.0483,3/11/2020,XGLU,-0.0663,Luxembourg,0.0177,-0.1167,3/21/2023,Currency hedged,Yes,Yes
LU0484969463,DBX0FE,Xtrackers iBoxx Sovereigns Eurozone AAA Swap UCITS ETF 1C,Xtrackers,194.57,187.42,222.14,0.0367,0.0015,0.0936,EUR,0.0164,0.0281,-0.0065,9/22/2010,XBAT,-0.1203,Luxembourg,0.0138,-0.1849,3/21/2023,Currency unhedged,Yes,No
LU0524480265,DBX0HM,Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1C,Xtrackers,163.89,158.09,183.38,0.0412,0.0015,0.0947,EUR,0.0277,0.0226,0.0134,9/22/2010,XY4P,-0.105,Luxembourg,0.0151,-0.1762,3/21/2023,Currency unhedged,Yes,Yes
LU0962071741,DBX0N8,Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1D,Xtrackers,141.16,136.31,165.68,0.0413,0.0015,0.0947,EUR,0.0279,0.0227,0.0136,10/28/2013,XYPD,-0.1049,Luxembourg,0.0152,-0.1763,3/21/2023,Currency unhedged,Yes,Yes
LU0925589839,DBX0K7,Xtrackers Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C,Xtrackers,138.17,136.25,142.49,0.0132,0.0015,0.0269,EUR,0.0115,0.0111,0.0076,8/14/2013,XYP1,-0.0288,Luxembourg,0.0065,-0.0469,3/21/2023,Currency unhedged,Yes,Yes
LU2552296563,DBX0TM,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 2D,Xtrackers,7.01,6.91,7.03,,0.0015,,EUR,,0.0115,,1/24/2023,XY2D,,Luxembourg,0.0072,,3/21/2023,Currency unhedged,Yes,Yes
IE00B00FV011,A0DKL3,iShares Core GBP Corporate Bond UCITS ETF,iShares,139.61,123.07,168.37,0.0251,0.002,0.133,GBP,0.0117,-0.0052,0.0142,3/29/2004,2B7Q,-0.155,Ireland,-0.0075,-0.2328,3/21/2023,Currency unhedged,Yes,Yes
LU1407891602,LYX0VV,Lyxor iBoxx GBP Liquid Corporates Long Dated UCITS ETF - Dist,Lyxor ETF,136.09,118.4,166.87,0.0301,0.0009,0.1384,GBP,0.0159,-0.002,0.0168,11/10/2010,LYTC,-0.1633,Luxembourg,0.0003,-0.25,3/21/2023,Currency unhedged,Yes,No
IE00B74DQ490,A1J7MG,iShares Global High Yield Corporate Bond UCITS ETF,iShares,74.76,74.7,81.61,-0.011,0.005,0.0967,USD,-0.0184,-0.039,-0.0267,11/13/2012,IBC9,-0.0506,Ireland,-0.0251,-0.072,3/21/2023,Currency unhedged,Yes,Yes
IE00BYWZ0440,A2H5EU,iShares Global High Yield Corporate Bond UCITS ETF,iShares,4.82,4.63,5.03,0.0126,0.005,0.0951,USD,0.0042,-0.0164,-0.0041,10/19/2017,2B7G,-0.0283,Ireland,-0.0021,-0.0723,3/21/2023,Currency unhedged,Yes,Yes
IE00B988C465,A1W2EP,iShares Global High Yield Corp Bond CHF Hedged UCITS ETF (Dist),iShares,73.41,69.92,79.43,0.0056,0.0055,0.0942,CHF Hedged,-0.0004,-0.0109,-0.0146,4/11/2014,AYEY,-0.0092,Ireland,-0.0098,-0.0657,3/17/2023,Currency hedged,Yes,Yes
IE00BJSFR200,A2PGVW,iShares Global High Yield Corporate Bond UCITS ETF EUR Hedged (Dist),iShares,4.17,4.02,4.62,-0.0119,0.0055,0.1152,EUR Hedged,-0.0189,-0.0394,-0.0024,4/26/2019,HYLE,-0.0804,Ireland,-0.0258,-0.1097,3/21/2023,Currency hedged,Yes,Yes
LU2300294316,A2QP8C,Amundi Euro Corporate 0-1Y ESG UCITS ETF DR (C),Amundi ETF,49.83,49.32,49.83,0.0038,0.0008,0.0045,EUR,0.0044,0.0022,0.0085,3/15/2021,ECR1,0.0014,Luxembourg,0.0004,-0.005,3/21/2023,Currency unhedged,Yes,No
LU1686830065,LYX0YZ,Amundi Euro Corporate 0-1Y ESG UCITS ETF DR (D),Amundi ETF,119.86,116.82,129.54,0.0035,0.0008,0.045,EUR,0.0041,0.002,0.0037,6/19/2007,LCVB,-0.0728,Luxembourg,0.0001,-0.1053,3/21/2023,Currency unhedged,Yes,No
IE00BJP26D89,A2PW6Q,iShares Euro Ultrashort Bond ESG UCITS ETF (Dist),iShares,5.01,4.95,5.01,0.004,0.0009,0.0107,EUR,0.004,0,0.0081,3/16/2020,EUED,0.002,Ireland,0,-0.006,3/21/2023,Currency unhedged,Yes,No
IE00BJP26F04,A2PW6S,iShares GBP Ultrashort Bond ESG UCITS ETF (Dist),iShares,5.78,5.54,6.03,0.0213,0.0009,0.076,GBP,0.0088,0.0177,0.0146,3/16/2020,UEED,-0.0217,Ireland,0.0105,-0.0437,3/21/2023,Currency unhedged,Yes,No
IE000DOZYQJ7,A3C5NK,Tabula Haitong Asia ex-Japan High Yield Corporate USD Bond ESG UCITS ETF EUR Hedged Dist,Tabula,7.06,5.1,8.66,0.035,0.0065,0.1934,EUR Hedged,0.0381,-0.0234,0.071,11/17/2021,TAEH,-0.0671,Ireland,-0.0261,-0.3003,3/21/2023,Currency hedged,Yes,No
IE0004KLW911,DBX0R0,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1C,Xtrackers,8.27,8.1,8.95,0.0122,0.0045,,USD,0,0.0085,-0.0361,6/15/2022,XQUD,,Ireland,-0.0012,,3/21/2023,Currency unhedged,Yes,No
IE00BD4DX952,A144GB,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1D,Xtrackers,9.61,9.46,11.15,0.0122,0.0045,0.1209,USD,-0.0002,0.0084,-0.0355,4/6/2016,XQUA,-0.0576,Ireland,-0.001,-0.1233,3/21/2023,Currency unhedged,Yes,No
